 I    | PH(0 0), PH(0 1), PH(1 0), PH(1 1)  | PR(0 0), PR(0 1), PR(1 0), PR(1 1)  | AH(0), AH(1)  | AR(0), AR(1)
566|5.98153,0.247835,0.247835,0.0174963 | 7.45831,0.384314,0.384314,0.0305177 | -0.244268,-0.023964 | -0.942233,-0.10369
567|5.98193,0.247853,0.247853,0.0174964 | 7.45944,0.384384,0.384384,0.0305212 | -0.244125,-0.0239458 | -0.942042,-0.103646
568|5.98234,0.24787,0.24787,0.0174965 | 7.46056,0.384455,0.384455,0.0305248 | -0.243983,-0.0239275 | -0.941849,-0.103602
569|5.98274,0.247887,0.247887,0.0174967 | 7.46169,0.384525,0.384525,0.0305283 | -0.24384,-0.0239093 | -0.941655,-0.103558
570|5.98314,0.247905,0.247905,0.0174968 | 7.46281,0.384595,0.384595,0.0305319 | -0.243697,-0.023891 | -0.94146,-0.103514
571|5.98355,0.247922,0.247922,0.0174969 | 7.46393,0.384666,0.384666,0.0305354 | -0.243554,-0.0238727 | -0.941263,-0.10347
572|5.98395,0.247939,0.247939,0.017497 | 7.46505,0.384736,0.384736,0.030539 | -0.243411,-0.0238545 | -0.941065,-0.103426
573|5.98435,0.247957,0.247957,0.0174972 | 7.46617,0.384806,0.384806,0.0305425 | -0.243267,-0.0238362 | -0.940866,-0.103382
574|5.98475,0.247974,0.247974,0.0174973 | 7.46729,0.384876,0.384876,0.0305461 | -0.243124,-0.023818 | -0.940666,-0.103337
575|5.98515,0.247991,0.247991,0.0174974 | 7.46841,0.384946,0.384946,0.0305496 | -0.24298,-0.0237997 | -0.940464,-0.103293
576|5.98555,0.248008,0.248008,0.0174976 | 7.46953,0.385016,0.385016,0.0305531 | -0.242836,-0.0237814 | -0.940261,-0.103248
577|5.98595,0.248026,0.248026,0.0174977 | 7.47064,0.385086,0.385086,0.0305566 | -0.242692,-0.0237632 | -0.940057,-0.103203
578|5.98635,0.248043,0.248043,0.0174978 | 7.47176,0.385155,0.385155,0.0305602 | -0.242548,-0.0237449 | -0.939852,-0.103159
579|5.98675,0.24806,0.24806,0.0174979 | 7.47287,0.385225,0.385225,0.0305637 | -0.242404,-0.0237266 | -0.939645,-0.103114
580|5.98715,0.248077,0.248077,0.0174981 | 7.47398,0.385295,0.385295,0.0305672 | -0.24226,-0.0237083 | -0.939438,-0.103069
581|5.98755,0.248094,0.248094,0.0174982 | 7.47509,0.385364,0.385364,0.0305707 | -0.242115,-0.0236901 | -0.939228,-0.103024
582|5.98795,0.248111,0.248111,0.0174983 | 7.4762,0.385433,0.385433,0.0305742 | -0.241971,-0.0236718 | -0.939018,-0.102979
583|5.98834,0.248128,0.248128,0.0174984 | 7.47731,0.385503,0.385503,0.0305777 | -0.241826,-0.0236535 | -0.938807,-0.102934
584|5.98874,0.248145,0.248145,0.0174986 | 7.47842,0.385572,0.385572,0.0305812 | -0.241681,-0.0236352 | -0.938594,-0.102888
585|5.98914,0.248162,0.248162,0.0174987 | 7.47953,0.385641,0.385641,0.0305847 | -0.241536,-0.0236169 | -0.93838,-0.102843
586|5.98953,0.248179,0.248179,0.0174988 | 7.48063,0.38571,0.38571,0.0305881 | -0.241391,-0.0235986 | -0.938165,-0.102798
587|5.98993,0.248196,0.248196,0.0174989 | 7.48174,0.385779,0.385779,0.0305916 | -0.241245,-0.0235803 | -0.937948,-0.102752
588|5.99032,0.248213,0.248213,0.0174991 | 7.48284,0.385848,0.385848,0.0305951 | -0.2411,-0.023562 | -0.937731,-0.102707
589|5.99072,0.24823,0.24823,0.0174992 | 7.48394,0.385917,0.385917,0.0305986 | -0.240954,-0.0235437 | -0.937512,-0.102661
590|5.99111,0.248247,0.248247,0.0174993 | 7.48504,0.385986,0.385986,0.030602 | -0.240809,-0.0235254 | -0.937292,-0.102615
591|5.9915,0.248264,0.248264,0.0174994 | 7.48614,0.386055,0.386055,0.0306055 | -0.240663,-0.0235071 | -0.93707,-0.10257
592|5.9919,0.248281,0.248281,0.0174995 | 7.48724,0.386123,0.386123,0.030609 | -0.240517,-0.0234888 | -0.936848,-0.102524
593|5.99229,0.248298,0.248298,0.0174997 | 7.48834,0.386192,0.386192,0.0306124 | -0.240371,-0.0234705 | -0.936624,-0.102478
594|5.99268,0.248314,0.248314,0.0174998 | 7.48944,0.386261,0.386261,0.0306159 | -0.240224,-0.0234522 | -0.936399,-0.102432
595|5.99307,0.248331,0.248331,0.0174999 | 7.49053,0.386329,0.386329,0.0306193 | -0.240078,-0.0234339 | -0.936173,-0.102386
596|5.99346,0.248348,0.248348,0.0175 | 7.49163,0.386397,0.386397,0.0306228 | -0.239931,-0.0234156 | -0.935945,-0.102339
597|5.99385,0.248365,0.248365,0.0175002 | 7.49272,0.386466,0.386466,0.0306262 | -0.239785,-0.0233973 | -0.935717,-0.102293
598|5.99424,0.248381,0.248381,0.0175003 | 7.49381,0.386534,0.386534,0.0306296 | -0.239638,-0.023379 | -0.935487,-0.102247
599|5.99463,0.248398,0.248398,0.0175004 | 7.4949,0.386602,0.386602,0.0306331 | -0.239491,-0.0233607 | -0.935256,-0.1022
600|5.99502,0.248415,0.248415,0.0175005 | 7.49599,0.38667,0.38667,0.0306365 | -0.239344,-0.0233424 | -0.935024,-0.102154
601|5.99541,0.248431,0.248431,0.0175006 | 7.49708,0.386738,0.386738,0.0306399 | -0.239197,-0.023324 | -0.93479,-0.102107
602|5.9958,0.248448,0.248448,0.0175008 | 7.49817,0.386806,0.386806,0.0306433 | -0.239049,-0.0233057 | -0.934556,-0.102061
603|5.99619,0.248465,0.248465,0.0175009 | 7.49926,0.386874,0.386874,0.0306467 | -0.238902,-0.0232874 | -0.93432,-0.102014
604|5.99657,0.248481,0.248481,0.017501 | 7.50034,0.386941,0.386941,0.0306502 | -0.238754,-0.0232691 | -0.934083,-0.101967
605|5.99696,0.248498,0.248498,0.0175011 | 7.50143,0.387009,0.387009,0.0306536 | -0.238607,-0.0232507 | -0.933845,-0.10192
606|5.99735,0.248514,0.248514,0.0175012 | 7.50251,0.387076,0.387076,0.030657 | -0.238459,-0.0232324 | -0.933606,-0.101873
607|5.99773,0.248531,0.248531,0.0175013 | 7.50359,0.387144,0.387144,0.0306604 | -0.238311,-0.0232141 | -0.933365,-0.101826
608|5.99812,0.248547,0.248547,0.0175015 | 7.50467,0.387211,0.387211,0.0306637 | -0.238163,-0.0231958 | -0.933124,-0.101779
609|5.9985,0.248564,0.248564,0.0175016 | 7.50575,0.387279,0.387279,0.0306671 | -0.238014,-0.0231774 | -0.932881,-0.101732
610|5.99889,0.24858,0.24858,0.0175017 | 7.50683,0.387346,0.387346,0.0306705 | -0.237866,-0.0231591 | -0.932637,-0.101685
611|5.99927,0.248597,0.248597,0.0175018 | 7.50791,0.387413,0.387413,0.0306739 | -0.237717,-0.0231407 | -0.932391,-0.101637
612|5.99965,0.248613,0.248613,0.0175019 | 7.50899,0.38748,0.38748,0.0306773 | -0.237569,-0.0231224 | -0.932145,-0.10159
613|6.00004,0.248629,0.248629,0.017502 | 7.51006,0.387547,0.387547,0.0306806 | -0.23742,-0.0231041 | -0.931898,-0.101542
614|6.00042,0.248646,0.248646,0.0175022 | 7.51113,0.387614,0.387614,0.030684 | -0.237271,-0.0230857 | -0.931649,-0.101495
615|6.0008,0.248662,0.248662,0.0175023 | 7.51221,0.387681,0.387681,0.0306874 | -0.237122,-0.0230674 | -0.931399,-0.101447
616|6.00118,0.248678,0.248678,0.0175024 | 7.51328,0.387748,0.387748,0.0306907 | -0.236973,-0.023049 | -0.931148,-0.101399
617|6.00156,0.248695,0.248695,0.0175025 | 7.51435,0.387815,0.387815,0.0306941 | -0.236824,-0.0230307 | -0.930896,-0.101352
618|6.00194,0.248711,0.248711,0.0175026 | 7.51542,0.387881,0.387881,0.0306974 | -0.236674,-0.0230123 | -0.930643,-0.101304
619|6.00232,0.248727,0.248727,0.0175027 | 7.51649,0.387948,0.387948,0.0307008 | -0.236525,-0.022994 | -0.930388,-0.101256
620|6.0027,0.248743,0.248743,0.0175029 | 7.51756,0.388014,0.388014,0.0307041 | -0.236375,-0.0229756 | -0.930133,-0.101208
621|6.00308,0.248759,0.248759,0.017503 | 7.51862,0.388081,0.388081,0.0307074 | -0.236225,-0.0229573 | -0.929876,-0.10116
622|6.00346,0.248776,0.248776,0.0175031 | 7.51969,0.388147,0.388147,0.0307108 | -0.236075,-0.0229389 | -0.929618,-0.101112
623|6.00384,0.248792,0.248792,0.0175032 | 7.52075,0.388213,0.388213,0.0307141 | -0.235925,-0.0229206 | -0.929359,-0.101064
624|6.00421,0.248808,0.248808,0.0175033 | 7.52181,0.388279,0.388279,0.0307174 | -0.235775,-0.0229022 | -0.929099,-0.101015
625|6.00459,0.248824,0.248824,0.0175034 | 7.52287,0.388345,0.388345,0.0307207 | -0.235625,-0.0228838 | -0.928838,-0.100967
626|6.00497,0.24884,0.24884,0.0175035 | 7.52393,0.388411,0.388411,0.0307241 | -0.235474,-0.0228655 | -0.928575,-0.100919
627|6.00534,0.248856,0.248856,0.0175037 | 7.52499,0.388477,0.388477,0.0307274 | -0.235324,-0.0228471 | -0.928312,-0.10087
628|6.00572,0.248872,0.248872,0.0175038 | 7.52605,0.388543,0.388543,0.0307307 | -0.235173,-0.0228287 | -0.928047,-0.100822
629|6.00609,0.248888,0.248888,0.0175039 | 7.52711,0.388609,0.388609,0.030734 | -0.235022,-0.0228104 | -0.927781,-0.100773
630|6.00647,0.248904,0.248904,0.017504 | 7.52816,0.388675,0.388675,0.0307373 | -0.234871,-0.022792 | -0.927514,-0.100724
631|6.00684,0.24892,0.24892,0.0175041 | 7.52922,0.38874,0.38874,0.0307406 | -0.23472,-0.0227736 | -0.927246,-0.100675
632|6.00721,0.248936,0.248936,0.0175042 | 7.53027,0.388806,0.388806,0.0307439 | -0.234569,-0.0227553 | -0.926977,-0.100627
633|6.00759,0.248952,0.248952,0.0175043 | 7.53132,0.388871,0.388871,0.0307471 | -0.234417,-0.0227369 | -0.926707,-0.100578
634|6.00796,0.248968,0.248968,0.0175044 | 7.53237,0.388936,0.388936,0.0307504 | -0.234266,-0.0227185 | -0.926435,-0.100529
635|6.00833,0.248984,0.248984,0.0175046 | 7.53342,0.389002,0.389002,0.0307537 | -0.234114,-0.0227001 | -0.926163,-0.10048
636|6.0087,0.248999,0.248999,0.0175047 | 7.53447,0.389067,0.389067,0.030757 | -0.233963,-0.0226817 | -0.925889,-0.100431
637|6.00907,0.249015,0.249015,0.0175048 | 7.53552,0.389132,0.389132,0.0307602 | -0.233811,-0.0226634 | -0.925615,-0.100382
638|6.00945,0.249031,0.249031,0.0175049 | 7.53657,0.389197,0.389197,0.0307635 | -0.233659,-0.022645 | -0.925339,-0.100332
639|6.00982,0.249047,0.249047,0.017505 | 7.53761,0.389262,0.389262,0.0307668 | -0.233507,-0.0226266 | -0.925062,-0.100283
640|6.01018,0.249063,0.249063,0.0175051 | 7.53866,0.389327,0.389327,0.03077 | -0.233354,-0.0226082 | -0.924784,-0.100234
641|6.01055,0.249078,0.249078,0.0175052 | 7.5397,0.389392,0.389392,0.0307733 | -0.233202,-0.0225898 | -0.924505,-0.100184
642|6.01092,0.249094,0.249094,0.0175053 | 7.54074,0.389456,0.389456,0.0307765 | -0.23305,-0.0225714 | -0.924225,-0.100135
643|6.01129,0.24911,0.24911,0.0175054 | 7.54178,0.389521,0.389521,0.0307797 | -0.232897,-0.022553 | -0.923943,-0.100085
644|6.01166,0.249125,0.249125,0.0175055 | 7.54282,0.389586,0.389586,0.030783 | -0.232744,-0.0225346 | -0.923661,-0.100036
645|6.01203,0.249141,0.249141,0.0175057 | 7.54386,0.38965,0.38965,0.0307862 | -0.232591,-0.0225162 | -0.923378,-0.099986
646|6.01239,0.249157,0.249157,0.0175058 | 7.54489,0.389715,0.389715,0.0307894 | -0.232438,-0.0224978 | -0.923093,-0.0999362
647|6.01276,0.249172,0.249172,0.0175059 | 7.54593,0.389779,0.389779,0.0307927 | -0.232285,-0.0224794 | -0.922808,-0.0998864
648|6.01312,0.249188,0.249188,0.017506 | 7.54696,0.389843,0.389843,0.0307959 | -0.232132,-0.022461 | -0.922521,-0.0998366
649|6.01349,0.249203,0.249203,0.0175061 | 7.548,0.389907,0.389907,0.0307991 | -0.231979,-0.0224426 | -0.922233,-0.0997866
650|6.01385,0.249219,0.249219,0.0175062 | 7.54903,0.389971,0.389971,0.0308023 | -0.231825,-0.0224242 | -0.921944,-0.0997366
651|6.01422,0.249234,0.249234,0.0175063 | 7.55006,0.390035,0.390035,0.0308055 | -0.231672,-0.0224058 | -0.921655,-0.0996866
652|6.01458,0.24925,0.24925,0.0175064 | 7.55109,0.390099,0.390099,0.0308087 | -0.231518,-0.0223874 | -0.921364,-0.0996365
653|6.01495,0.249265,0.249265,0.0175065 | 7.55212,0.390163,0.390163,0.0308119 | -0.231364,-0.022369 | -0.921072,-0.0995863
654|6.01531,0.249281,0.249281,0.0175066 | 7.55314,0.390227,0.390227,0.0308151 | -0.23121,-0.0223506 | -0.920779,-0.0995361
655|6.01567,0.249296,0.249296,0.0175067 | 7.55417,0.39029,0.39029,0.0308183 | -0.231056,-0.0223321 | -0.920485,-0.0994858
656|6.01603,0.249311,0.249311,0.0175068 | 7.5552,0.390354,0.390354,0.0308215 | -0.230902,-0.0223137 | -0.920189,-0.0994354
657|6.01639,0.249327,0.249327,0.0175069 | 7.55622,0.390418,0.390418,0.0308246 | -0.230747,-0.0222953 | -0.919893,-0.099385
658|6.01675,0.249342,0.249342,0.0175071 | 7.55724,0.390481,0.390481,0.0308278 | -0.230593,-0.0222769 | -0.919596,-0.0993345
659|6.01711,0.249357,0.249357,0.0175072 | 7.55826,0.390544,0.390544,0.030831 | -0.230438,-0.0222585 | -0.919298,-0.099284
660|6.01747,0.249373,0.249373,0.0175073 | 7.55928,0.390608,0.390608,0.0308342 | -0.230283,-0.02224 | -0.918999,-0.0992334
661|6.01783,0.249388,0.249388,0.0175074 | 7.5603,0.390671,0.390671,0.0308373 | -0.230129,-0.0222216 | -0.918698,-0.0991827
662|6.01819,0.249403,0.249403,0.0175075 | 7.56132,0.390734,0.390734,0.0308405 | -0.229974,-0.0222032 | -0.918397,-0.099132
663|6.01855,0.249419,0.249419,0.0175076 | 7.56234,0.390797,0.390797,0.0308436 | -0.229818,-0.0221847 | -0.918095,-0.0990812
664|6.01891,0.249434,0.249434,0.0175077 | 7.56335,0.39086,0.39086,0.0308468 | -0.229663,-0.0221663 | -0.917791,-0.0990304
665|6.01927,0.249449,0.249449,0.0175078 | 7.56436,0.390923,0.390923,0.0308499 | -0.229508,-0.0221479 | -0.917487,-0.0989795
666|6.01962,0.249464,0.249464,0.0175079 | 7.56538,0.390985,0.390985,0.0308531 | -0.229352,-0.0221294 | -0.917181,-0.0989286
667|6.01998,0.249479,0.249479,0.017508 | 7.56639,0.391048,0.391048,0.0308562 | -0.229197,-0.022111 | -0.916875,-0.0988776
668|6.02034,0.249494,0.249494,0.0175081 | 7.5674,0.391111,0.391111,0.0308593 | -0.229041,-0.0220925 | -0.916567,-0.0988265
669|6.02069,0.249509,0.249509,0.0175082 | 7.56841,0.391173,0.391173,0.0308625 | -0.228885,-0.0220741 | -0.916259,-0.0987754
670|6.02105,0.249524,0.249524,0.0175083 | 7.56942,0.391236,0.391236,0.0308656 | -0.228729,-0.0220557 | -0.915949,-0.0987242
671|6.0214,0.24954,0.24954,0.0175084 | 7.57042,0.391298,0.391298,0.0308687 | -0.228573,-0.0220372 | -0.915639,-0.098673
672|6.02175,0.249555,0.249555,0.0175085 | 7.57143,0.39136,0.39136,0.0308718 | -0.228417,-0.0220187 | -0.915327,-0.0986217
673|6.02211,0.24957,0.24957,0.0175086 | 7.57243,0.391423,0.391423,0.0308749 | -0.22826,-0.0220003 | -0.915015,-0.0985704
674|6.02246,0.249585,0.249585,0.0175087 | 7.57344,0.391485,0.391485,0.030878 | -0.228104,-0.0219818 | -0.914701,-0.098519
675|6.02281,0.249599,0.249599,0.0175088 | 7.57444,0.391547,0.391547,0.0308811 | -0.227947,-0.0219634 | -0.914387,-0.0984675
676|6.02317,0.249614,0.249614,0.0175089 | 7.57544,0.391609,0.391609,0.0308842 | -0.227791,-0.0219449 | -0.914071,-0.098416
677|6.02352,0.249629,0.249629,0.017509 | 7.57644,0.391671,0.391671,0.0308873 | -0.227634,-0.0219265 | -0.913755,-0.0983644
678|6.02387,0.249644,0.249644,0.0175091 | 7.57743,0.391732,0.391732,0.0308904 | -0.227477,-0.021908 | -0.913437,-0.0983128
679|6.02422,0.249659,0.249659,0.0175092 | 7.57843,0.391794,0.391794,0.0308935 | -0.22732,-0.0218895 | -0.913119,-0.0982612
680|6.02457,0.249674,0.249674,0.0175093 | 7.57943,0.391856,0.391856,0.0308966 | -0.227162,-0.021871 | -0.912799,-0.0982094
681|6.02492,0.249689,0.249689,0.0175094 | 7.58042,0.391917,0.391917,0.0308996 | -0.227005,-0.0218526 | -0.912479,-0.0981577
682|6.02527,0.249704,0.249704,0.0175095 | 7.58142,0.391979,0.391979,0.0309027 | -0.226847,-0.0218341 | -0.912158,-0.0981058
683|6.02562,0.249718,0.249718,0.0175096 | 7.58241,0.39204,0.39204,0.0309058 | -0.22669,-0.0218156 | -0.911835,-0.098054
684|6.02596,0.249733,0.249733,0.0175097 | 7.5834,0.392101,0.392101,0.0309088 | -0.226532,-0.0217971 | -0.911512,-0.098002
685|6.02631,0.249748,0.249748,0.0175098 | 7.58439,0.392162,0.392162,0.0309119 | -0.226374,-0.0217786 | -0.911188,-0.0979501
686|6.02666,0.249763,0.249763,0.0175099 | 7.58538,0.392224,0.392224,0.0309149 | -0.226216,-0.0217602 | -0.910862,-0.097898
687|6.02701,0.249777,0.249777,0.01751 | 7.58636,0.392285,0.392285,0.030918 | -0.226058,-0.0217417 | -0.910536,-0.0978459
688|6.02735,0.249792,0.249792,0.0175101 | 7.58735,0.392346,0.392346,0.030921 | -0.2259,-0.0217232 | -0.910209,-0.0977938
689|6.0277,0.249807,0.249807,0.0175102 | 7.58833,0.392406,0.392406,0.0309241 | -0.225741,-0.0217047 | -0.909881,-0.0977416
690|6.02804,0.249821,0.249821,0.0175104 | 7.58932,0.392467,0.392467,0.0309271 | -0.225583,-0.0216862 | -0.909552,-0.0976894
691|6.02839,0.249836,0.249836,0.0175105 | 7.5903,0.392528,0.392528,0.0309301 | -0.225424,-0.0216677 | -0.909222,-0.0976371
692|6.02873,0.24985,0.24985,0.0175105 | 7.59128,0.392589,0.392589,0.0309332 | -0.225265,-0.0216492 | -0.908891,-0.0975848
693|6.02907,0.249865,0.249865,0.0175106 | 7.59226,0.392649,0.392649,0.0309362 | -0.225106,-0.0216307 | -0.908559,-0.0975324
694|6.02942,0.249879,0.249879,0.0175107 | 7.59324,0.39271,0.39271,0.0309392 | -0.224947,-0.0216122 | -0.908226,-0.09748
695|6.02976,0.249894,0.249894,0.0175108 | 7.59421,0.39277,0.39277,0.0309422 | -0.224788,-0.0215937 | -0.907893,-0.0974275
696|6.0301,0.249908,0.249908,0.0175109 | 7.59519,0.39283,0.39283,0.0309452 | -0.224629,-0.0215751 | -0.907558,-0.097375
697|6.03044,0.249923,0.249923,0.017511 | 7.59616,0.392891,0.392891,0.0309482 | -0.224469,-0.0215566 | -0.907222,-0.0973224
698|6.03079,0.249937,0.249937,0.0175111 | 7.59714,0.392951,0.392951,0.0309512 | -0.22431,-0.0215381 | -0.906886,-0.0972698
699|6.03113,0.249952,0.249952,0.0175112 | 7.59811,0.393011,0.393011,0.0309542 | -0.22415,-0.0215196 | -0.906548,-0.0972171
700|6.03147,0.249966,0.249966,0.0175113 | 7.59908,0.393071,0.393071,0.0309572 | -0.22399,-0.0215011 | -0.90621,-0.0971644
701|6.03181,0.249981,0.249981,0.0175114 | 7.60005,0.393131,0.393131,0.0309602 | -0.22383,-0.0214825 | -0.905871,-0.0971117
702|6.03215,0.249995,0.249995,0.0175115 | 7.60102,0.39319,0.39319,0.0309632 | -0.22367,-0.021464 | -0.905531,-0.0970589
703|6.03249,0.250009,0.250009,0.0175116 | 7.60199,0.39325,0.39325,0.0309661 | -0.22351,-0.0214455 | -0.90519,-0.097006
704|6.03282,0.250024,0.250024,0.0175117 | 7.60295,0.39331,0.39331,0.0309691 | -0.22335,-0.0214269 | -0.904848,-0.0969531
705|6.03316,0.250038,0.250038,0.0175118 | 7.60392,0.393369,0.393369,0.0309721 | -0.223189,-0.0214084 | -0.904505,-0.0969002
706|6.0335,0.250052,0.250052,0.0175119 | 7.60488,0.393429,0.393429,0.030975 | -0.223029,-0.0213898 | -0.904161,-0.0968472
707|6.03384,0.250066,0.250066,0.017512 | 7.60584,0.393488,0.393488,0.030978 | -0.222868,-0.0213713 | -0.903816,-0.0967942
708|6.03417,0.250081,0.250081,0.0175121 | 7.6068,0.393547,0.393547,0.0309809 | -0.222707,-0.0213527 | -0.903471,-0.0967411
709|6.03451,0.250095,0.250095,0.0175122 | 7.60776,0.393607,0.393607,0.0309839 | -0.222546,-0.0213342 | -0.903124,-0.096688
710|6.03484,0.250109,0.250109,0.0175123 | 7.60872,0.393666,0.393666,0.0309868 | -0.222385,-0.0213156 | -0.902777,-0.0966348
711|6.03518,0.250123,0.250123,0.0175124 | 7.60968,0.393725,0.393725,0.0309898 | -0.222223,-0.021297 | -0.902429,-0.0965816
712|6.03551,0.250137,0.250137,0.0175125 | 7.61063,0.393784,0.393784,0.0309927 | -0.222062,-0.0212785 | -0.90208,-0.0965284
713|6.03585,0.250151,0.250151,0.0175126 | 7.61159,0.393843,0.393843,0.0309956 | -0.2219,-0.0212599 | -0.90173,-0.0964751
714|6.03618,0.250166,0.250166,0.0175127 | 7.61254,0.393901,0.393901,0.0309986 | -0.221739,-0.0212413 | -0.901379,-0.0964218
715|6.03651,0.25018,0.25018,0.0175128 | 7.61349,0.39396,0.39396,0.0310015 | -0.221577,-0.0212228 | -0.901027,-0.0963684
716|6.03685,0.250194,0.250194,0.0175129 | 7.61444,0.394019,0.394019,0.0310044 | -0.221415,-0.0212042 | -0.900675,-0.096315
717|6.03718,0.250208,0.250208,0.017513 | 7.61539,0.394077,0.394077,0.0310073 | -0.221253,-0.0211856 | -0.900321,-0.0962615
718|6.03751,0.250222,0.250222,0.0175131 | 7.61634,0.394136,0.394136,0.0310102 | -0.221091,-0.021167 | -0.899967,-0.0962081
719|6.03784,0.250236,0.250236,0.0175132 | 7.61729,0.394194,0.394194,0.0310131 | -0.220928,-0.0211484 | -0.899612,-0.0961545
720|6.03817,0.25025,0.25025,0.0175133 | 7.61823,0.394252,0.394252,0.031016 | -0.220766,-0.0211298 | -0.899256,-0.096101
721|6.0385,0.250264,0.250264,0.0175134 | 7.61918,0.394311,0.394311,0.0310189 | -0.220603,-0.0211112 | -0.898899,-0.0960474
722|6.03883,0.250278,0.250278,0.0175135 | 7.62012,0.394369,0.394369,0.0310218 | -0.22044,-0.0210926 | -0.898542,-0.0959937
723|6.03916,0.250291,0.250291,0.0175136 | 7.62106,0.394427,0.394427,0.0310247 | -0.220277,-0.021074 | -0.898183,-0.09594
724|6.03949,0.250305,0.250305,0.0175137 | 7.622,0.394485,0.394485,0.0310276 | -0.220114,-0.0210554 | -0.897824,-0.0958863
725|6.03982,0.250319,0.250319,0.0175138 | 7.62294,0.394543,0.394543,0.0310305 | -0.219951,-0.0210368 | -0.897464,-0.0958325
726|6.04014,0.250333,0.250333,0.0175138 | 7.62388,0.3946,0.3946,0.0310333 | -0.219788,-0.0210181 | -0.897103,-0.0957788
727|6.04047,0.250347,0.250347,0.0175139 | 7.62482,0.394658,0.394658,0.0310362 | -0.219624,-0.0209995 | -0.896741,-0.0957249
728|6.0408,0.250361,0.250361,0.017514 | 7.62575,0.394716,0.394716,0.0310391 | -0.219461,-0.0209809 | -0.896379,-0.095671
729|6.04112,0.250374,0.250374,0.0175141 | 7.62669,0.394773,0.394773,0.0310419 | -0.219297,-0.0209623 | -0.896015,-0.0956171
730|6.04145,0.250388,0.250388,0.0175142 | 7.62762,0.394831,0.394831,0.0310448 | -0.219133,-0.0209436 | -0.895651,-0.0955632
731|6.04178,0.250402,0.250402,0.0175143 | 7.62855,0.394888,0.394888,0.0310476 | -0.218969,-0.020925 | -0.895286,-0.0955092
732|6.0421,0.250416,0.250416,0.0175144 | 7.62948,0.394945,0.394945,0.0310505 | -0.218805,-0.0209063 | -0.89492,-0.0954552
733|6.04242,0.250429,0.250429,0.0175145 | 7.63041,0.395003,0.395003,0.0310533 | -0.21864,-0.0208877 | -0.894553,-0.0954012
734|6.04275,0.250443,0.250443,0.0175146 | 7.63134,0.39506,0.39506,0.0310562 | -0.218476,-0.020869 | -0.894186,-0.0953471
735|6.04307,0.250457,0.250457,0.0175147 | 7.63227,0.395117,0.395117,0.031059 | -0.218311,-0.0208504 | -0.893818,-0.095293
736|6.04339,0.25047,0.25047,0.0175148 | 7.63319,0.395174,0.395174,0.0310618 | -0.218146,-0.0208317 | -0.893449,-0.0952388
737|6.04372,0.250484,0.250484,0.0175149 | 7.63412,0.395231,0.395231,0.0310647 | -0.217981,-0.020813 | -0.893079,-0.0951846
738|6.04404,0.250497,0.250497,0.017515 | 7.63504,0.395287,0.395287,0.0310675 | -0.217816,-0.0207944 | -0.892708,-0.0951304
739|6.04436,0.250511,0.250511,0.0175151 | 7.63596,0.395344,0.395344,0.0310703 | -0.217651,-0.0207757 | -0.892337,-0.0950762
740|6.04468,0.250525,0.250525,0.0175152 | 7.63688,0.395401,0.395401,0.0310731 | -0.217486,-0.020757 | -0.891965,-0.0950219
741|6.045,0.250538,0.250538,0.0175152 | 7.6378,0.395457,0.395457,0.0310759 | -0.21732,-0.0207383 | -0.891592,-0.0949676
742|6.04532,0.250552,0.250552,0.0175153 | 7.63872,0.395514,0.395514,0.0310787 | -0.217155,-0.0207196 | -0.891218,-0.0949132
743|6.04564,0.250565,0.250565,0.0175154 | 7.63963,0.39557,0.39557,0.0310815 | -0.216989,-0.0207009 | -0.890844,-0.0948589
744|6.04596,0.250579,0.250579,0.0175155 | 7.64055,0.395626,0.395626,0.0310843 | -0.216823,-0.0206822 | -0.890469,-0.0948044
